evidence_file,row_number,status,source_files,field,transcribed_value,archived_value,field_status,method,note
semantic_drone_summary_20260805.csv,4,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,grass_iou,0.228181,0.22818074245499229,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,4,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,contrast_estimate,0.228181,0.22818074245499229,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,4,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,ci_lower,0.201272,0.20127164382584556,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,4,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,ci_upper,0.253905,0.2539053247031791,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,5,verified,outputs/semantic_drone_confirmation_bootstrap_396_exploratory.json,grass_iou,0.022449,0.022449330623830612,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,6,verified,outputs/semantic_drone_confirmation_bootstrap_396_exploratory.json,grass_iou,0.0,0.0,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,6,verified,outputs/semantic_drone_confirmation_bootstrap_396_exploratory.json,contrast_estimate,-0.022449,-0.022449330623830612,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,6,verified,outputs/semantic_drone_confirmation_bootstrap_396_exploratory.json,ci_lower,-0.025262,-0.02526229707680982,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,6,verified,outputs/semantic_drone_confirmation_bootstrap_396_exploratory.json,ci_upper,-0.019889,-0.019889447399588048,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,7,verified,outputs/semantic_drone_confirmation_bootstrap_396_exploratory.json,grass_iou,0.228494,0.22849350092211226,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,7,verified,outputs/semantic_drone_confirmation_bootstrap_396_exploratory.json,contrast_estimate,0.228494,0.22849350092211226,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,7,verified,outputs/semantic_drone_confirmation_bootstrap_396_exploratory.json,ci_lower,0.201405,0.20140511920801782,match,Direct fields from the archived Semantic Drone bootstrap summary.,
semantic_drone_summary_20260805.csv,7,verified,outputs/semantic_drone_confirmation_bootstrap_396_exploratory.json,ci_upper,0.255207,0.25520739946418003,match,Direct fields from the archived Semantic Drone bootstrap summary.,
diagnostic_boundaries_20260805.csv,2,verified,outputs/e0_b0_oem_b2test_bootstrap_summary.json,estimate,-0.010389,-0.010388870078994512,match,Direct field(s) from the archived diagnostic result.,
diagnostic_boundaries_20260805.csv,2,verified,outputs/e0_b0_oem_b2test_bootstrap_summary.json,ci_lower,-0.014148,-0.014148364654466696,match,Direct field(s) from the archived diagnostic result.,
diagnostic_boundaries_20260805.csv,2,verified,outputs/e0_b0_oem_b2test_bootstrap_summary.json,ci_upper,-0.007013,-0.007012595720700456,match,Direct field(s) from the archived diagnostic result.,
diagnostic_boundaries_20260805.csv,3,verified,outputs/e3_coverage_guard_openearthmap_smoke_v2/metrics.json,estimate,0.977932,0.9779315074518099,match,Direct field(s) from the archived diagnostic result.,
diagnostic_boundaries_20260805.csv,4,verified,outputs/flair_b1_oem_b2test_semantic_allocation.json,estimate,0.317735,0.31773474198724133,match,Direct field(s) from the archived diagnostic result.,
dataset_support_20260805.csv,2,verified,configs/loveda_data_v0.yaml,pair_count_or_population,2522 training pairs,2522 training pairs,match,Archived audit/configuration record confirms the stated population.,
dataset_support_20260805.csv,3,verified,audits/flair_b1_full_raw_audit_2026-08-03.json,pair_count_or_population,47712 training pairs,47712 training pairs,match,Archived audit/configuration record confirms the stated population.,
dataset_support_20260805.csv,4,verified,audits/flair_b1_source_ready_2026-08-03.json,pair_count_or_population,74 Paris-excluded cities / 2638 eligible pairs,74 Paris-excluded cities / 2638 eligible pairs,match,Archived audit/configuration record confirms the stated population.,
dataset_support_20260805.csv,5,verified,audits/semantic_drone_confirmation_manifest_20260804.json,pair_count_or_population,400 frozen-manifest rasters,400 frozen-manifest rasters,match,Archived audit/configuration record confirms the stated population.,
coverage_matrix_20260805.csv,2,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,built_structure,built_structure,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,3,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,transport_surface,transport_surface,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,4,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,woody_vegetation,woody_vegetation,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,5,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,herbaceous_vegetation,herbaceous_vegetation,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,6,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,cropland,cropland,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,7,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,bare_surface,bare_surface,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,8,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,surface_water,surface_water,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,9,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,built_structure,built_structure,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,10,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,transport_surface,transport_surface,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,11,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,woody_vegetation,woody_vegetation,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,12,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,herbaceous_vegetation,herbaceous_vegetation,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,13,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,cropland,cropland,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,14,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,bare_surface,bare_surface,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,15,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,surface_water,surface_water,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,16,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,built_structure,built_structure,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,17,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,transport_surface,transport_surface,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,18,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,woody_vegetation,woody_vegetation,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,19,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,herbaceous_vegetation,herbaceous_vegetation,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,20,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,cropland,cropland,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,21,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,bare_surface,bare_surface,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,22,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,surface_water,surface_water,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,23,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,built_structure,built_structure,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,24,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,transport_surface,transport_surface,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,25,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,woody_vegetation,woody_vegetation,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,26,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,herbaceous_vegetation,herbaceous_vegetation,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,27,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,cropland,cropland,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,28,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,bare_surface,bare_surface,match,Categorical crosswalk row retained verbatim; mappings are archived.,
coverage_matrix_20260805.csv,29,verified,ontology/dataset_label_mappings_v0.yaml|ontology/dataset_label_mappings_flair_b1_v1.yaml,canonical_leaf,surface_water,surface_water,match,Categorical crosswalk row retained verbatim; mappings are archived.,
protocol_metadata_20260805.csv,2,verified,ontology/land_cover_taxonomy_v0.yaml,value,land-cover-taxonomy-v0,land-cover-taxonomy-v0,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,3,verified,ontology/dataset_label_mappings_v0.yaml,value,dataset-label-mappings-v0,dataset-label-mappings-v0,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,4,verified,ontology/dataset_label_mappings_flair_b1_v1.yaml,value,dataset-label-mappings-flair-b1-v1,dataset-label-mappings-flair-b1-v1,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,5,verified,configs/taxonomy_prompts_v0.yaml,value,taxonomy-prompts-v0,taxonomy-prompts-v0,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,6,verified,audits/flair_b1_full_raw_audit_2026-08-03.json,value,61712,61712,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,7,verified,audits/flair_b1_full_raw_audit_2026-08-03.json,value,1 through 19,1 through 19,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,8,verified,audits/flair_b1_full_raw_audit_2026-08-03.json,value,2886249939,2886249939,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,9,verified,audits/flair_b1_full_source_manifest_2026-08-03.json,value,98BB38B221ABDBEA5A22C75774589366DE741615CE4402828C27BDC74D7F4FE6,98BB38B221ABDBEA5A22C75774589366DE741615CE4402828C27BDC74D7F4FE6,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,10,verified,audits/flair_b1_source_ready_2026-08-03.json,value,2687,2687,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,11,verified,audits/flair_b1_source_ready_2026-08-03.json,value,2638,2638,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,12,verified,outputs/b2_openearthmap_e1_seed19/run_config.json,value,16,16,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,13,verified,outputs/b2_openearthmap_e1_seed19/run_config.json,value,595,595,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,14,verified,outputs/b2_openearthmap_e1_seed19/run_config.json,value,197a41e375d9e4cd1f1c56dd550ec43cdfd5da142baac6658e897a1350bd1d78,197a41e375d9e4cd1f1c56dd550ec43cdfd5da142baac6658e897a1350bd1d78,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,15,verified,audits/semantic_drone_full_raw_audit_20260804.json,value,426427ce836c495dc85a7d857b64d6cae519a4dc82150c6fe11c22ddf5c2cbf1,426427ce836c495dc85a7d857b64d6cae519a4dc82150c6fe11c22ddf5c2cbf1,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,16,verified,audits/semantic_drone_full_raw_audit_20260804.json,value,400,400,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,17,verified,audits/semantic_drone_confirmation_manifest_20260804.json,value,e0e22d90392a5997299f44d7e02ca94a626c6c0e996ebebb9769e81a2762504d,e0e22d90392a5997299f44d7e02ca94a626c6c0e996ebebb9769e81a2762504d,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,18,verified,outputs/flair_b1_oem_no_paris_bootstrap_summary.json,value,2000 paired city resamples; seed 20260803; percentile 95%,2000 paired city resamples; seed 20260803; percentile 95%,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,19,verified,outputs/semantic_drone_confirmation_bootstrap_summary.json,value,2000 paired raster resamples; seed 20260804; percentile 95%,2000 paired raster resamples; seed 20260804; percentile 95%,match,Recorded protocol/audit metadata checked against the archived source record.,
protocol_metadata_20260805.csv,20,verified,audits/flair_b1_source_ready_2026-08-03.json,value,Paris exclusion is conservative source-country guard,Paris exclusion is conservative source-country guard,match,Recorded protocol/audit metadata checked against the archived source record.,
